model,t_abs,L,rank,lambda_exact,lambda_fv_fine,lambda_fem_fine,kx,ky,multiplicity
kk_interval_dirichlet,0.0001,30.0,24,6.316546816697189,6.3151038509237765,6.3179900461835246,24,0,1
kk_interval_dirichlet,0.0001,30.0,25,6.853891945200944,6.852193045571653,6.855591181727521,25,0,1
kk_interval_dirichlet,0.0001,30.0,26,7.413169527929342,7.411182071736789,7.415157410398468,26,0,1
kk_interval_dirichlet,0.0001,30.0,27,7.994379564882379,7.992068268828973,7.996691395533101,27,0,1
kk_interval_dirichlet,0.0001,30.0,28,8.597522056060063,8.594848872037232,8.600195905028672,28,0,1
kk_interval_dirichlet,0.0001,30.0,29,9.222597001462391,9.21952101233802,9.225673811351093,29,0,1
kk_interval_dirichlet,0.0001,30.0,30,9.869604401089354,9.866081716515168,9.873128091554873,30,0,1
kk_interval_dirichlet,1e-05,36.0,1,0.007615435494667714,0.007615433397234028,0.007615437592463903,1,0,1
kk_interval_dirichlet,1e-05,36.0,2,0.030461741978670857,0.03046170841662388,0.03046177554030186,2,0,1
kk_interval_dirichlet,1e-05,36.0,3,0.06853891945200942,0.06853874954532557,0.06853908935894534,3,0,1
kk_interval_dirichlet,1e-05,36.0,4,0.12184696791468343,0.12184643092638225,0.12184750490522991,4,0,1
kk_interval_dirichlet,1e-05,36.0,5,0.19038588736669287,0.19038457636077055,0.1903871983794416,5,0,1
kk_interval_dirichlet,1e-05,36.0,6,0.2741556778080377,0.27415295930995853,0.2741583963278747,6,0,1
kk_interval_dirichlet,1e-05,36.0,7,0.373156339238718,0.37315130289232457,0.3731613756392509,7,0,1
kk_interval_dirichlet,1e-05,36.0,8,0.4873878716587337,0.4873792798887848,0.48739646355034627,8,0,1
kk_interval_dirichlet,1e-05,36.0,9,0.6168502750680849,0.6168365127392121,0.6168640376424105,9,0,1
kk_interval_dirichlet,1e-05,36.0,10,0.7615435494667715,0.7615225735485751,0.7615645258473054,10,0,1
kk_interval_dirichlet,1e-05,36.0,11,0.9214676948547933,0.9214369840838685,0.921498406444435,11,0,1
kk_interval_dirichlet,1e-05,36.0,12,1.0966227112321507,1.0965792157787178,1.0966662080653506,12,0,1
kk_interval_dirichlet,1e-05,36.0,13,1.2870085985988438,1.2869486897338902,1.2870685096942598,13,0,1
kk_interval_dirichlet,1e-05,36.0,14,1.492625356954872,1.4925447767193418,1.4927059406700744,14,0,1
kk_interval_dirichlet,1e-05,36.0,15,1.7134729863002354,1.7133667971762634,1.713579180688454,15,0,1
kk_interval_dirichlet,1e-05,36.0,16,1.9495514866349348,1.9494140212196385,1.949688959804365,16,0,1
kk_interval_dirichlet,1e-05,36.0,17,2.2008608579589697,2.20068566864029,2.2010360584341235,17,0,1
kk_interval_dirichlet,1e-05,36.0,18,2.4674011002723395,2.4671809089069257,2.467621307357441,18,0,1
kk_interval_dirichlet,1e-05,36.0,19,2.7491722135750445,2.7488988611712557,2.749445587722539,19,0,1
kk_interval_dirichlet,1e-05,36.0,20,3.046174197867086,3.045838594267991,3.046509831046146,20,0,1
kk_interval_dirichlet,1e-05,36.0,21,3.3584070531484627,3.357999126718937,3.358815019217587,21,0,1
kk_interval_dirichlet,1e-05,36.0,22,3.685870779419173,3.685379426737086,3.6863621845028756,22,0,1
kk_interval_dirichlet,1e-05,36.0,23,4.028565376679221,4.027978412229174,4.029152409547262,23,0,1
kk_interval_dirichlet,1e-05,36.0,24,4.386490844928603,4.385794950799266,4.387186827378818,24,0,1
kk_interval_dirichlet,1e-05,36.0,25,4.7596471841673225,4.758827859753865,4.760466621413545,25,0,1
kk_interval_dirichlet,1e-05,36.0,26,5.148034394395375,5.14707590610243,5.148993025455874,26,0,1
kk_interval_dirichlet,1e-05,36.0,27,5.551652475612764,5.550537806565558,5.552767323706855,27,0,1
kk_interval_dirichlet,1e-05,36.0,28,5.970501427819488,5.969212227577032,5.97179085076619,28,0,1
kk_interval_dirichlet,1e-05,36.0,29,6.404581251015549,6.4030977852874,6.406064991635806,29,0,1
kk_interval_dirichlet,1e-05,36.0,30,6.8538919452009415,6.852193045571653,6.855591181727521,30,0,1
kk_circle_periodic,0.1,12.0,1,0.2741556778080377,0.27415295930995853,0.2741583963278747,1,0,2
kk_circle_periodic,0.1,12.0,2,1.0966227112321507,1.0965792157787178,1.0966662080653506,2,0,2
kk_circle_periodic,0.1,12.0,3,2.4674011002723395,2.4671809089069257,2.467621307357441,3,0,2
kk_circle_periodic,0.1,12.0,4,4.386490844928603,4.385794950799266,4.387186827378818,4,0,2
kk_circle_periodic,0.1,12.0,5,6.853891945200944,6.852193045571653,6.855591181727521,5,0,2
kk_circle_periodic,0.1,12.0,6,9.869604401089358,9.866081716515168,9.873128091554873,6,0,2
kk_circle_periodic,0.1,12.0,7,13.433628212593847,13.427102341017758,13.440156620417474,7,0,2
kk_circle_periodic,0.1,12.0,8,17.54596337971441,17.534831193236528,17.557101216824464,8,0,2
kk_circle_periodic,0.1,12.0,9,22.206609902451056,22.188779494516552,22.224451764452024,9,0,2
kk_circle_periodic,0.1,12.0,10,27.415567780803777,27.38839347155107,27.442763639991384,10,0,2
kk_circle_periodic,0.1,12.0,11,33.17283701477256,33.13305442227437,33.212657778588486,11,0,2
kk_circle_periodic,0.1,12.0,12,39.47841760435743,39.42207878948176,39.534820746832,12,0,2
kk_circle_periodic,0.1,12.0,13,39.47841760435743,39.42207878948176,39.534820746832,0,1,2
kk_circle_periodic,0.1,12.0,14,39.75257328216547,39.69623174879172,39.808979143159874,1,1,4
kk_circle_periodic,0.1,12.0,15,40.57504031558958,40.51865800526048,40.63148695489735,2,1,4
kk_circle_periodic,0.1,12.0,16,41.94581870462977,41.889259698388685,42.00244205418944,3,1,4
kk_circle_periodic,0.1,12.0,17,43.864908449286034,43.807873740281025,43.92200757421082,4,1,4
kk_circle_periodic,0.1,12.0,18,46.332309549558374,46.254718242165325,46.390411928559516,5,1,4
kk_circle_periodic,0.1,12.0,19,46.33230954955838,46.27427183505341,46.41000482323566,13,0,2
kk_circle_periodic,0.1,12.0,20,49.34802200544679,49.28816050599693,49.40794883838687,6,1,4
kk_circle_periodic,0.1,12.0,21,52.91204581695128,52.84918113049952,52.97497736724947,7,1,4
kk_circle_periodic,0.1,12.0,22,53.73451285037539,53.63015976455887,53.839028086161115,14,0,2
kk_circle_periodic,0.1,12.0,23,57.02438098407184,56.95690998271829,57.09192196365646,8,1,4
kk_circle_periodic,0.1,12.0,24,61.685027506808474,61.547525752877675,61.759272511284024,15,0,2
kk_circle_periodic,0.1,12.0,25,61.68502750680849,61.61085828399831,61.82277450911423,9,1,4
kk_circle_periodic,0.1,12.0,26,66.89398538516122,66.81047226103283,66.97758438682338,10,1,4
kk_circle_periodic,0.1,12.0,27,70.18385351885765,70.00587411974544,70.3621940633499,16,0,2
kk_circle_periodic,0.1,12.0,28,72.65125461912999,72.55513321175613,72.74747852542049,11,1,4
kk_circle_periodic,0.1,12.0,29,78.95683520871486,78.84415757896352,79.069641493664,12,1,4
kk_circle_periodic,0.1,12.0,30,79.23099088652292,79.004198406292,79.45830282770602,17,0,2
kk_circle_periodic,0.01,18.0,1,0.12184696791468343,0.12184643092638225,0.12184750490522991,1,0,2
kk_circle_periodic,0.01,18.0,2,0.4873878716587337,0.4873792798887848,0.48739646355034627,2,0,2
kk_circle_periodic,0.01,18.0,3,1.0966227112321507,1.0965792157787178,1.0966662080653506,3,0,2
kk_circle_periodic,0.01,18.0,4,1.9495514866349348,1.9494140212196385,1.949688959804365,4,0,2
kk_circle_periodic,0.01,18.0,5,3.046174197867086,3.045838594267991,3.046509831046146,5,0,2
kk_circle_periodic,0.01,18.0,6,4.386490844928603,4.385794950799266,4.387186827378818,6,0,2
kk_circle_periodic,0.01,18.0,7,5.970501427819488,5.969212227577032,5.97179085076619,7,0,2
kk_circle_periodic,0.01,18.0,8,7.798205946539739,7.796006685996247,7.800405703286199,8,0,2
kk_circle_periodic,0.01,18.0,9,9.869604401089358,9.866081716515168,9.873128091554873,9,0,2
kk_circle_periodic,0.01,18.0,10,12.184696791468344,12.179327843763076,12.19006763182193,10,0,2
kk_circle_periodic,0.01,18.0,11,14.743483117676693,14.735622732329944,14.751346855742845,11,0,2
kk_circle_periodic,0.01,18.0,12,17.54596337971441,17.534831193236528,17.557101216824464,12,0,2
kk_circle_periodic,0.01,18.0,13,20.5921375775815,20.576805191083338,20.60747909754091,13,0,2
kk_circle_periodic,0.01,18.0,14,23.88200571127795,23.86138385187951,23.902641817119115,14,0,2
kk_circle_periodic,0.01,18.0,15,27.415567780803766,27.38839347155107,27.442763639991384,15,0,2
kk_circle_periodic,0.01,18.0,16,31.192823786158957,31.15764752512655,31.228031784910815,16,0,2
kk_circle_periodic,0.01,18.0,17,35.213773727343515,35.16894667660199,35.25864643472932,17,0,2
kk_circle_periodic,0.01,18.0,18,39.47841760435743,39.42207878948176,39.534820746832,18,0,2
kk_circle_periodic,0.01,18.0,19,39.47841760435743,39.42207878948176,39.534820746832,0,1,2
kk_circle_periodic,0.01,18.0,20,39.60026457227212,39.54392522040814,39.65666825173723,1,1,4
kk_circle_periodic,0.01,18.0,21,39.965805476016165,39.909458069370544,40.022217210382344,2,1,4
kk_circle_periodic,0.01,18.0,22,40.57504031558958,40.51865800526048,40.63148695489735,3,1,4
kk_circle_periodic,0.01,18.0,23,41.42796909099237,41.3714928107014,41.48450970663636,4,1,4
kk_circle_periodic,0.01,18.0,24,42.52459180222452,42.46791738374975,42.58133057787814,5,1,4
kk_circle_periodic,0.01,18.0,25,43.864908449286034,43.807873740281025,43.92200757421082,6,1,4
kk_circle_periodic,0.01,18.0,26,43.98675541720071,43.916818937998244,44.05678086422838,19,0,2
kk_circle_periodic,0.01,18.0,27,45.44891903217692,45.39129101705879,45.50661159759819,7,1,4
kk_circle_periodic,0.01,18.0,28,47.27662355089717,47.218085475478006,47.3352264501182,8,1,4
kk_circle_periodic,0.01,18.0,29,48.738787165873376,48.652929419007876,48.82476592729494,20,0,2
kk_circle_periodic,0.01,18.0,30,49.34802200544679,49.28816050599693,49.40794883838687,9,1,4
kk_circle_periodic,0.001,24.0,1,0.06853891945200942,0.06853874954532557,0.06853908935894534,1,0,2
kk_circle_periodic,0.001,24.0,2,0.2741556778080377,0.27415295930995853,0.2741583963278747,2,0,2
kk_circle_periodic,0.001,24.0,3,0.6168502750680849,0.6168365127392121,0.6168640376424105,3,0,2
kk_circle_periodic,0.001,24.0,4,1.0966227112321507,1.0965792157787178,1.0966662080653506,4,0,2
kk_circle_periodic,0.001,24.0,5,1.713472986300236,1.7133667971762634,1.713579180688454,5,0,2
kk_circle_periodic,0.001,24.0,6,2.4674011002723395,2.4671809089069257,2.467621307357441,6,0,2
kk_circle_periodic,0.001,24.0,7,3.3584070531484618,3.357999126718937,3.358815019217587,7,0,2
kk_circle_periodic,0.001,24.0,8,4.386490844928603,4.385794950799266,4.387186827378818,8,0,2
kk_circle_periodic,0.001,24.0,9,5.551652475612764,5.550537806565558,5.552767323706855,9,0,2
kk_circle_periodic,0.001,24.0,10,6.853891945200944,6.852193045571653,6.855591181727521,10,0,2
kk_circle_periodic,0.001,24.0,11,8.29320925369314,8.290721946540486,8.29569715765788,11,0,2
kk_circle_periodic,0.001,24.0,12,9.869604401089358,9.866081716515168,9.873128091554873,12,0,2
kk_circle_periodic,0.001,24.0,13,11.583077387389595,11.578225492132844,11.587930908585887,13,0,2
kk_circle_periodic,0.001,24.0,14,13.433628212593847,13.427102341017758,13.440156620417474,14,0,2
kk_circle_periodic,0.001,24.0,15,15.421256876702119,15.412657263297092,15.42986032672565,15,0,2
kk_circle_periodic,0.001,24.0,16,17.54596337971441,17.534831193236528,17.557101216824464,16,0,2
kk_circle_periodic,0.001,24.0,17,19.80774772163073,19.793561000998068,19.82194257141514,17,0,2
kk_circle_periodic,0.001,24.0,18,22.206609902451056,22.188779494516552,22.224451764452024,18,0,2
kk_circle_periodic,0.001,24.0,19,24.7425499221754,24.720415421501002,24.76470026513114,19,0,2
kk_circle_periodic,0.001,24.0,20,27.415567780803777,27.38839347155107,27.442763639991384,20,0,2
kk_circle_periodic,0.001,24.0,21,30.22566347833616,30.192634278400362,30.258721555139825,21,0,2
kk_circle_periodic,0.001,24.0,22,33.17283701477256,33.13305442227437,33.212657778588486,22,0,2
kk_circle_periodic,0.001,24.0,23,36.25708839011298,36.209566432375254,36.30466018271458,23,0,2
kk_circle_periodic,0.001,24.0,24,39.47841760435743,39.42207878948176,39.534820746832,24,0,2
kk_circle_periodic,0.001,24.0,25,39.47841760435743,39.42207878948176,39.534820746832,0,1,2
kk_circle_periodic,0.001,24.0,26,39.54695652380944,39.490617539027085,39.60335983619094,1,1,4
kk_circle_periodic,0.001,24.0,27,39.75257328216547,39.69623174879172,39.808979143159874,2,1,4
kk_circle_periodic,0.001,24.0,28,40.09526787942551,40.03891530222097,40.151684784474405,3,1,4
kk_circle_periodic,0.001,24.0,29,40.57504031558958,40.51865800526048,40.63148695489735,4,1,4
kk_circle_periodic,0.001,24.0,30,41.19189059065767,41.13544558665802,41.24839992752045,5,1,4
kk_circle_periodic,0.0001,30.0,1,0.04386490844928603,0.04386483885548387,0.04386497804314252,1,0,2
kk_circle_periodic,0.0001,30.0,2,0.17545963379714413,0.17545852029860498,0.17546074730114347,2,0,2
kk_circle_periodic,0.0001,30.0,3,0.3947841760435743,0.3947785389757428,0.3947898131760935,3,0,2
kk_circle_periodic,0.0001,30.0,4,0.7018385351885765,0.7018207193490298,0.7018563513896413,4,0,2
kk_circle_periodic,0.0001,30.0,5,1.0966227112321507,1.0965792157787178,1.0966662080653506,5,0,2
kk_circle_periodic,0.0001,30.0,6,1.5791367041742972,1.5790465126321465,1.5792268998376473,6,0,2
kk_circle_periodic,0.0001,30.0,7,2.1493805140150157,2.149213424426989,2.149547613995019,7,0,2
kk_circle_periodic,0.0001,30.0,8,2.807354140754306,2.807069096006728,2.8076392086554085,8,0,2
kk_circle_periodic,0.0001,30.0,9,3.553057584392169,3.5526010027488724,3.553514212974299,9,0,2
kk_circle_periodic,0.0001,30.0,10,4.386490844928603,4.385794950799266,4.387186827378818,10,0,2
kk_circle_periodic,0.0001,30.0,11,5.307653922363609,5.306635077347323,5.308672923842682,11,0,2
kk_circle_periodic,0.0001,30.0,12,6.316546816697189,6.3151038509237765,6.3179900461835246,12,0,2
kk_circle_periodic,0.0001,30.0,13,7.413169527929342,7.411182071736789,7.415157410398468,13,0,2
kk_circle_periodic,0.0001,30.0,14,8.597522056060063,8.594848872037232,8.600195905028672,14,0,2
kk_circle_periodic,0.0001,30.0,15,9.869604401089354,9.866081716515168,9.873128091554873,15,0,2
kk_circle_periodic,0.0001,30.0,16,11.229416563017224,11.224856402730097,11.233978204826492,16,0,2
kk_circle_periodic,0.0001,30.0,17,12.676958541843666,12.671147061569854,12.682772153519046,17,0,2
kk_circle_periodic,0.0001,30.0,18,14.212230337568675,14.204926157746343,14.21953752062813,18,0,2
kk_circle_periodic,0.0001,30.0,19,15.835231950192258,15.826164490315307,15.844303563987049,19,0,2
kk_circle_periodic,0.0001,30.0,20,17.54596337971441,17.534831193236528,17.557101216824464,20,0,2
kk_circle_periodic,0.0001,30.0,21,19.34442462613514,19.33089373595857,19.357963088346114,21,0,2
kk_circle_periodic,0.0001,30.0,22,21.230615689454435,21.214317924039847,21.24692346435238,22,0,2
kk_circle_periodic,0.0001,30.0,23,23.20453656967231,23.185067899798867,23.224018307884407,23,0,2
kk_circle_periodic,0.0001,30.0,24,25.266187266788755,25.24310614299668,25.28928525990179,24,0,2
kk_circle_periodic,0.0001,30.0,25,27.415567780803777,27.38839347155107,27.442763639991384,25,0,2
kk_circle_periodic,0.0001,30.0,26,29.652678111717368,29.620889042285,29.68449444710952,26,0,2
kk_circle_periodic,0.0001,30.0,27,31.977518259529518,31.940550351699642,32.01452036034802,27,0,2
kk_circle_periodic,0.0001,30.0,28,34.39008822424025,34.3473332367883,34.43288573974021,28,0,2
kk_circle_periodic,0.0001,30.0,29,36.890388005849566,36.84119187587339,36.93963662708893,29,0,2
kk_circle_periodic,0.0001,30.0,30,39.47841760435742,39.42207878948176,39.534820746832,30,0,2
kk_circle_periodic,1e-05,36.0,1,0.030461741978670857,0.03046170841662388,0.03046177554030186,1,0,2
kk_circle_periodic,1e-05,36.0,2,0.12184696791468343,0.12184643092638225,0.12184750490522991,2,0,2
kk_circle_periodic,1e-05,36.0,3,0.2741556778080377,0.27415295930995853,0.2741583963278747,3,0,2
kk_circle_periodic,1e-05,36.0,4,0.4873878716587337,0.4873792798887848,0.48739646355034627,4,0,2
kk_circle_periodic,1e-05,36.0,5,0.7615435494667715,0.7615225735485751,0.7615645258473054,5,0,2
kk_circle_periodic,1e-05,36.0,6,1.0966227112321507,1.0965792157787178,1.0966662080653506,6,0,2
kk_circle_periodic,1e-05,36.0,7,1.492625356954872,1.4925447767193418,1.4927059406700744,7,0,2
kk_circle_periodic,1e-05,36.0,8,1.9495514866349348,1.9494140212196385,1.949688959804365,8,0,2
kk_circle_periodic,1e-05,36.0,9,2.4674011002723395,2.4671809089069257,2.467621307357441,9,0,2
kk_circle_periodic,1e-05,36.0,10,3.046174197867086,3.045838594267991,3.046509831046146,10,0,2
kk_circle_periodic,1e-05,36.0,11,3.685870779419173,3.685379426737086,3.6863621845028756,11,0,2
kk_circle_periodic,1e-05,36.0,12,4.386490844928603,4.385794950799266,4.387186827378818,12,0,2
kk_circle_periodic,1e-05,36.0,13,5.148034394395375,5.14707590610243,5.148993025455874,13,0,2
kk_circle_periodic,1e-05,36.0,14,5.970501427819488,5.969212227577032,5.97179085076619,14,0,2
kk_circle_periodic,1e-05,36.0,15,6.8538919452009415,6.852193045571653,6.855591181727521,15,0,2
kk_circle_periodic,1e-05,36.0,16,7.798205946539739,7.796006685996247,7.800405703286199,16,0,2
kk_circle_periodic,1e-05,36.0,17,8.803443431835879,8.800640670475616,8.80624690707028,17,0,2
kk_circle_periodic,1e-05,36.0,18,9.869604401089358,9.866081716515168,9.873128091554873,18,0,2
kk_circle_periodic,1e-05,36.0,19,10.996688854300178,10.992315737676392,11.001063362237149,19,0,2
kk_circle_periodic,1e-05,36.0,20,12.184696791468344,12.179327843763076,12.19006763182193,20,0,2
kk_circle_periodic,1e-05,36.0,21,13.43362821259385,13.427102341017758,13.440156620417474,21,0,2
kk_circle_periodic,1e-05,36.0,22,14.743483117676693,14.735622732329944,14.751346855742845,22,0,2
kk_circle_periodic,1e-05,36.0,23,16.114261506716883,16.104871717453534,16.12365567334442,23,0,2
kk_circle_periodic,1e-05,36.0,24,17.54596337971441,17.534831193236528,17.557101216824464,24,0,2
kk_circle_periodic,1e-05,36.0,25,19.03858873666929,19.02548225385891,19.051702438077765,25,0,2
kk_circle_periodic,1e-05,36.0,26,20.5921375775815,20.576805191083338,20.60747909754091,26,0,2
kk_circle_periodic,1e-05,36.0,27,22.206609902451056,22.188779494516552,22.224451764452024,27,0,2
kk_circle_periodic,1e-05,36.0,28,23.88200571127795,23.86138385187951,23.902641817119115,28,0,2
kk_circle_periodic,1e-05,36.0,29,25.618325004062196,25.59459614928926,25.642071443199846,29,0,2
kk_circle_periodic,1e-05,36.0,30,27.415567780803766,27.38839347155107,27.442763639991384,30,0,2
transverse_contaminated,0.1,12.0,1,0.06853891945200942,0.06853874954532557,0.06853908935894534,1,0,1
transverse_contaminated,0.1,12.0,2,0.2741556778080377,0.27415295930995853,0.2741583963278747,2,0,1
transverse_contaminated,0.1,12.0,3,0.6168502750680849,0.6168365127392121,0.6168640376424105,3,0,1
transverse_contaminated,0.1,12.0,4,0.6168502750680849,0.6168365127392121,0.6168640376424105,0,1,1
transverse_contaminated,0.1,12.0,5,0.6853891945200943,0.6853752622845377,0.6854031270013559,1,1,1
transverse_contaminated,0.1,12.0,6,0.8910059528761225,0.8909894720491707,0.8910224339702852,2,1,1
transverse_contaminated,0.1,12.0,7,1.0966227112321507,1.0965792157787178,1.0966662080653506,4,0,1
transverse_contaminated,0.1,12.0,8,1.2337005501361697,1.2336730254784243,1.233728075284821,3,1,1
transverse_contaminated,0.1,12.0,9,1.7134729863002356,1.7133667971762634,1.7135302457077612,4,1,1
transverse_contaminated,0.1,12.0,10,1.713472986300236,1.71341572851793,1.713579180688454,5,0,1
transverse_contaminated,0.1,12.0,11,2.3303232613683207,2.3302033099154755,2.3304432183308643,5,1,1
transverse_contaminated,0.1,12.0,12,2.4674011002723395,2.4671809089069257,2.467621307357441,6,0,1
transverse_contaminated,0.1,12.0,13,2.4674011002723395,2.4671809089069257,2.467621307357441,0,2,1
transverse_contaminated,0.1,12.0,14,2.535940019724349,2.5357196584522512,2.5361603967163866,1,2,1
transverse_contaminated,0.1,12.0,15,2.741556778080377,2.741333868216884,2.741779703685316,2,2,1
transverse_contaminated,0.1,12.0,16,3.0842513753404246,3.084017421646138,3.0844853449998517,6,1,1
transverse_contaminated,0.1,12.0,17,3.0842513753404246,3.084017421646138,3.0844853449998517,3,2,1
transverse_contaminated,0.1,12.0,18,3.3584070531484618,3.357999126718937,3.358815019217587,7,0,1
transverse_contaminated,0.1,12.0,19,3.56402381150449,3.5637601246856434,3.5642875154227918,4,2,1
transverse_contaminated,0.1,12.0,20,3.9752573282165464,3.974835639458149,3.9756790568599976,7,1,1
transverse_contaminated,0.1,12.0,21,4.180874086572576,4.180547706083189,4.181200488045895,5,2,1
transverse_contaminated,0.1,12.0,22,4.386490844928603,4.385794950799266,4.387186827378818,8,0,1
transverse_contaminated,0.1,12.0,23,4.934802200544679,4.934361817813851,4.935242614714882,6,2,1
transverse_contaminated,0.1,12.0,24,5.003341119996688,5.002631463538478,5.004050865021228,8,1,1
transverse_contaminated,0.1,12.0,25,5.551652475612764,5.550537806565558,5.552767323706855,9,0,1
transverse_contaminated,0.1,12.0,26,5.551652475612764,5.550537806565558,5.552767323706855,0,3,1
transverse_contaminated,0.1,12.0,27,5.620191395064774,5.619076556110883,5.621306413065801,1,3,1
transverse_contaminated,0.1,12.0,28,5.825808153420802,5.824690765875516,5.826436326575028,7,2,1
transverse_contaminated,0.1,12.0,29,5.825808153420802,5.825180035625863,5.82692572003473,2,3,1
transverse_contaminated,0.1,12.0,30,6.168502750680849,6.16737431930477,6.169631361349266,9,1,1
transverse_contaminated,0.01,18.0,1,0.030461741978670857,0.03046170841662388,0.03046177554030186,1,0,1
transverse_contaminated,0.01,18.0,2,0.12184696791468343,0.12184643092638225,0.12184750490522991,2,0,1
transverse_contaminated,0.01,18.0,3,0.2741556778080377,0.27415295930995853,0.2741583963278747,3,0,1
transverse_contaminated,0.01,18.0,4,0.2741556778080377,0.27415295930995853,0.2741583963278747,0,1,1
transverse_contaminated,0.01,18.0,5,0.30461741978670853,0.3046146677265824,0.3046201718681766,1,1,1
transverse_contaminated,0.01,18.0,6,0.3960026457227211,0.3959993902363408,0.39600590123310464,2,1,1
transverse_contaminated,0.01,18.0,7,0.4873878716587337,0.4873792798887848,0.48739646355034627,4,0,1
transverse_contaminated,0.01,18.0,8,0.5483113556160754,0.5483059186199171,0.5483167926557494,3,1,1
transverse_contaminated,0.01,18.0,9,0.7615435494667714,0.7615225735485751,0.7615548598782209,4,1,1
transverse_contaminated,0.01,18.0,10,0.7615435494667715,0.7615322391987434,0.7615645258473054,5,0,1
transverse_contaminated,0.01,18.0,11,1.0356992272748091,1.0356755328585336,1.03572292217518,5,1,1
transverse_contaminated,0.01,18.0,12,1.0966227112321507,1.0965792157787178,1.0966662080653506,6,0,1
transverse_contaminated,0.01,18.0,13,1.0966227112321507,1.0965792157787178,1.0966662080653506,0,2,1
transverse_contaminated,0.01,18.0,14,1.1270844532108215,1.1270409241953416,1.1271279836056525,1,2,1
transverse_contaminated,0.01,18.0,15,1.2184696791468341,1.2184256467051,1.2185137129705805,2,2,1
transverse_contaminated,0.01,18.0,16,1.3707783890401883,1.3707321750886763,1.3708246043932253,6,1,1
transverse_contaminated,0.01,18.0,17,1.3707783890401883,1.3707321750886763,1.3708246043932253,3,2,1
transverse_contaminated,0.01,18.0,18,1.492625356954872,1.4925447767193418,1.4927059406700744,7,0,1
transverse_contaminated,0.01,18.0,19,1.5840105828908844,1.5839584956675026,1.584062671615697,4,2,1
transverse_contaminated,0.01,18.0,20,1.7667810347629096,1.7666977360293004,1.766864336997949,7,1,1
transverse_contaminated,0.01,18.0,21,1.8581662606989222,1.8581017893272929,1.858230733912656,5,2,1
transverse_contaminated,0.01,18.0,22,1.9495514866349348,1.9494140212196385,1.949688959804365,8,0,1
transverse_contaminated,0.01,18.0,23,2.1932454224643014,2.1931584315574355,2.1933324161307013,6,2,1
transverse_contaminated,0.01,18.0,24,2.2237071644429727,2.223566980529597,2.22384735613224,8,1,1
transverse_contaminated,0.01,18.0,25,2.4674011002723395,2.4671809089069257,2.467621307357441,9,0,1
transverse_contaminated,0.01,18.0,26,2.4674011002723395,2.4671809089069257,2.467621307357441,0,3,1
transverse_contaminated,0.01,18.0,27,2.4978628422510103,2.4976426173235495,2.498083082897743,1,3,1
transverse_contaminated,0.01,18.0,28,2.5892480681870227,2.589027339833308,2.589372148735425,7,2,1
transverse_contaminated,0.01,18.0,29,2.589248068187023,2.5891239924980596,2.589468812262671,2,3,1
transverse_contaminated,0.01,18.0,30,2.741556778080377,2.741333868216884,2.741779703685316,9,1,1
transverse_contaminated,0.001,24.0,1,0.017134729863002355,0.01713471924398391,0.017134740482335147,1,0,1
transverse_contaminated,0.001,24.0,2,0.06853891945200942,0.06853874954532557,0.06853908935894534,2,0,1
transverse_contaminated,0.001,24.0,3,0.15421256876702122,0.15421170861577593,0.154213428922226,3,0,1
transverse_contaminated,0.001,24.0,4,0.15421256876702122,0.15421170861577593,0.154213428922226,0,1,1
transverse_contaminated,0.001,24.0,5,0.17134729863002357,0.17134642785975984,0.17134816940456116,1,1,1
transverse_contaminated,0.001,24.0,6,0.22275148821903062,0.2227504581611015,0.22275251828117135,2,1,1
transverse_contaminated,0.001,24.0,7,0.2741556778080377,0.27415295930995853,0.2741583963278747,4,0,1
transverse_contaminated,0.001,24.0,8,0.30842513753404244,0.30842341723155187,0.308426857844452,3,1,1
transverse_contaminated,0.001,24.0,9,0.4283682465750589,0.4283616096315086,0.4283718252501007,4,1,1
transverse_contaminated,0.001,24.0,10,0.428368246575059,0.42836466792573447,0.4283748836010301,5,0,1
transverse_contaminated,0.001,24.0,11,0.5825808153420802,0.5825733182472845,0.582588312523256,5,1,1
transverse_contaminated,0.001,24.0,12,0.6168502750680849,0.6168365127392121,0.6168640376424105,6,0,1
transverse_contaminated,0.001,24.0,13,0.6168502750680849,0.6168365127392121,0.6168640376424105,0,2,1
transverse_contaminated,0.001,24.0,14,0.6339850049310872,0.633971231983196,0.6339987781247456,1,2,1
transverse_contaminated,0.001,24.0,15,0.6853891945200943,0.6853752622845377,0.6854031270013559,2,2,1
transverse_contaminated,0.001,24.0,16,0.7710628438351061,0.7710482213549881,0.7710774665646365,6,1,1
transverse_contaminated,0.001,24.0,17,0.7710628438351061,0.7710482213549881,0.7710774665646365,3,2,1
transverse_contaminated,0.001,24.0,18,0.8396017632871154,0.8395762669562146,0.8396272602375213,7,0,1
transverse_contaminated,0.001,24.0,19,0.8910059528761225,0.8909894720491707,0.8910224339702852,4,2,1
transverse_contaminated,0.001,24.0,20,0.9938143320541366,0.9937879755719905,0.9938406891597473,7,1,1
transverse_contaminated,0.001,24.0,21,1.045218521643144,1.0451981223707207,1.0452389212434405,5,2,1
transverse_contaminated,0.001,24.0,22,1.0966227112321507,1.0965792157787178,1.0966662080653506,8,0,1
transverse_contaminated,0.001,24.0,23,1.2337005501361697,1.2336730254784243,1.233728075284821,6,2,1
transverse_contaminated,0.001,24.0,24,1.250835279999172,1.2507909243944937,1.2508796369875768,8,1,1
